image,severity,code,box_index,detail
D:\DATN\datasets\raw\roboflow_school_fuhih\test\images\CarLongPlateGen501_jpg.rf.ecfe5ea7150c935e24640d63f4903086.jpg,warning,small_box,0,box area 0.4213% of the image is below the 0.50% threshold; plates this small are hard to learn
D:\DATN\datasets\raw\roboflow_school_fuhih\test\images\CarLongPlateGen506_jpg.rf.afb06df5fa836b8da17affdbb713f492.jpg,warning,small_box,0,box area 0.3928% of the image is below the 0.50% threshold; plates this small are hard to learn
D:\DATN\datasets\raw\roboflow_school_fuhih\test\images\CarLongPlateGen512_jpg.rf.ddf14c2f7a6e8155030fdc77652744e0.jpg,warning,small_box,0,box area 0.4897% of the image is below the 0.50% threshold; plates this small are hard to learn
D:\DATN\datasets\raw\roboflow_school_fuhih\test\images\CarLongPlateGen519_jpg.rf.f4dfdc6fb064f410023ab177cfe0f94f.jpg,warning,small_box,0,box area 0.3206% of the image is below the 0.50% threshold; plates this small are hard to learn
D:\DATN\datasets\raw\roboflow_school_fuhih\test\images\CarLongPlateGen530_jpg.rf.90574c5a7d90ea222849949cc4f3c909.jpg,warning,small_box,0,box area 0.3642% of the image is below the 0.50% threshold; plates this small are hard to learn
D:\DATN\datasets\raw\roboflow_school_fuhih\test\images\CarLongPlateGen558_jpg.rf.e9bec6f7ee6df46047aeb416aa85fdd3.jpg,warning,small_box,0,box area 0.2999% of the image is below the 0.50% threshold; plates this small are hard to learn
D:\DATN\datasets\raw\roboflow_school_fuhih\test\images\CarLongPlateGen561_jpg.rf.a675df6d3de14737154313dbafe3de96.jpg,warning,small_box,0,box area 0.3891% of the image is below the 0.50% threshold; plates this small are hard to learn
D:\DATN\datasets\raw\roboflow_school_fuhih\test\images\CarLongPlateGen562_jpg.rf.122d69ae536136930be39eba5f113763.jpg,warning,small_box,0,box area 0.4047% of the image is below the 0.50% threshold; plates this small are hard to learn
D:\DATN\datasets\raw\roboflow_school_fuhih\test\images\CarLongPlateGen570_jpg.rf.b1c847d1448683ae19ad57a73c105747.jpg,warning,small_box,0,box area 0.4607% of the image is below the 0.50% threshold; plates this small are hard to learn
D:\DATN\datasets\raw\roboflow_school_fuhih\test\images\CarLongPlateGen576_jpg.rf.77aeda006b136b518051954e4a8c5a66.jpg,warning,small_box,0,box area 0.2892% of the image is below the 0.50% threshold; plates this small are hard to learn
D:\DATN\datasets\raw\roboflow_school_fuhih\test\images\CarLongPlateGen647_jpg.rf.5d93d301603b694cc5c2db2832584e96.jpg,warning,small_box,0,box area 0.4499% of the image is below the 0.50% threshold; plates this small are hard to learn
D:\DATN\datasets\raw\roboflow_school_fuhih\test\images\CarLongPlateGen655_jpg.rf.024573e1d49e69c13a489199b537fb99.jpg,warning,small_box,0,box area 0.4717% of the image is below the 0.50% threshold; plates this small are hard to learn
D:\DATN\datasets\raw\roboflow_school_fuhih\test\images\CarLongPlateGen658_jpg.rf.0997a91024e68f3892d2bd9aa6f73b24.jpg,warning,small_box,0,box area 0.3995% of the image is below the 0.50% threshold; plates this small are hard to learn
D:\DATN\datasets\raw\roboflow_school_fuhih\test\images\CarLongPlateGen694_jpg.rf.7b320101d3f36466e4495889e7d8604c.jpg,warning,small_box,0,box area 0.3709% of the image is below the 0.50% threshold; plates this small are hard to learn
D:\DATN\datasets\raw\roboflow_school_fuhih\test\images\CarLongPlateGen695_jpg.rf.56605f5a95e2904ffa27be2f93846c03.jpg,warning,small_box,0,box area 0.3425% of the image is below the 0.50% threshold; plates this small are hard to learn
D:\DATN\datasets\raw\roboflow_school_fuhih\test\images\CarLongPlateGen702_jpg.rf.e696f96527351e2c41371e3b2a3f136a.jpg,warning,small_box,0,box area 0.4565% of the image is below the 0.50% threshold; plates this small are hard to learn
D:\DATN\datasets\raw\roboflow_school_fuhih\test\images\CarLongPlateGen705_jpg.rf.76ba2297f8f10ba6a87f57d490290219.jpg,warning,small_box,0,box area 0.4801% of the image is below the 0.50% threshold; plates this small are hard to learn
D:\DATN\datasets\raw\roboflow_school_fuhih\test\images\CarLongPlateGen731_jpg.rf.7d6543365378391d273b1c83554027e2.jpg,warning,small_box,0,box area 0.4043% of the image is below the 0.50% threshold; plates this small are hard to learn
D:\DATN\datasets\raw\roboflow_school_fuhih\test\images\CarLongPlateGen776_jpg.rf.498cd9fa0c2ce8f71100715391754612.jpg,warning,small_box,0,box area 0.3357% of the image is below the 0.50% threshold; plates this small are hard to learn
